
[00:00:00.000 --> 00:00:05.000]  在開始的時候我想先問一下大英姊妹
[00:02:03.000 --> 00:02:06.000]  所以復活這個觀念
[00:02:06.000 --> 00:02:08.000]  我們雖然明白
[00:02:08.000 --> 00:02:11.000]  但我們總是覺得
[00:02:11.000 --> 00:02:16.000]  在現實上離開我們很遙遠
[00:02:16.000 --> 00:02:19.000]  我們很難體會得到
[00:02:19.000 --> 00:02:21.000]  正因為這樣
[00:02:21.000 --> 00:02:26.000]  在金州復活節的崇拜當中
[00:02:26.000 --> 00:02:28.000]  就令我想起
[00:02:28.000 --> 00:02:31.000]  《菲律賓書》三章第一節到第十一節
[00:02:31.000 --> 00:02:33.000]  這一段的經文
[00:02:33.000 --> 00:02:37.000]  我希望透過這一段聖經
[00:02:37.000 --> 00:02:39.000]  和大家一起思想
[00:02:39.000 --> 00:02:42.000]  復活其實是很真實的事
[00:02:42.000 --> 00:02:44.000]  真的可以體驗得到
[00:02:44.000 --> 00:02:46.000]  開始的時候
[00:02:46.000 --> 00:02:49.000]  我想先和大家讀出
[00:02:49.000 --> 00:02:51.000]  這段這麼長的經文的
[00:02:51.000 --> 00:02:53.000]  第一個小的段落
[00:02:53.000 --> 00:02:56.000]  是在第一節到第六節
[00:02:56.000 --> 00:02:58.000]  請聽我讀出
[00:02:58.000 --> 00:03:00.000]  弟兄們,我還有話說
[00:03:00.000 --> 00:03:02.000]  你們要靠主喜樂
[00:03:02.000 --> 00:03:04.000]  我把這話再寫給你們
[00:03:04.000 --> 00:03:06.000]  於我並不為難
[00:03:06.000 --> 00:03:09.000]  於你們卻是妥當
[00:03:09.000 --> 00:03:11.000]  應當防備犬類
[00:03:11.000 --> 00:03:13.000]  防備作惡的
[00:03:13.000 --> 00:03:16.000]  防備妄自行割的
[00:03:16.000 --> 00:03:18.000]  因為真受割禮的
[00:03:18.000 --> 00:03:21.000]  乃是我們者以神的靈敬拜
[00:03:21.000 --> 00:03:23.000]  在基督耶穌裡誇厚
[00:03:23.000 --> 00:03:26.000]  不靠著肉體的
[00:03:26.000 --> 00:03:29.000]  其實我有可以靠肉體
[00:03:29.000 --> 00:03:32.000]  若是別人想他可以靠肉體
[00:03:32.000 --> 00:03:35.000]  我更可以靠著了
[00:03:35.000 --> 00:03:37.000]  我第八天受割禮
[00:03:37.000 --> 00:03:39.000]  我是以色列族
[00:03:39.000 --> 00:03:41.000]  變亞敏支派的人
[00:03:41.000 --> 00:03:44.000]  是希伯來人所生的希伯來人
[00:03:44.000 --> 00:03:47.000]  就律法說我是法理賽人
[00:03:47.000 --> 00:03:51.000]  就熱心說我是迫迫教會的
[00:03:51.000 --> 00:03:53.000]  就律法上的義說
[00:03:53.000 --> 00:03:57.000]  我是無可指責的
[00:03:57.000 --> 00:04:01.000]  這段聖經第三章第一節
[00:04:01.000 --> 00:04:03.000]  可以說是比特比書
[00:04:03.000 --> 00:04:07.000]  另外一個新的段落的轉折位
[00:04:07.000 --> 00:04:11.000]  保羅在第一節開始的時候這樣說
[00:04:11.000 --> 00:04:14.000]  弟兄們我還有話說
[00:04:14.000 --> 00:04:19.000]  他想開展一個新的話題
[00:04:19.000 --> 00:04:22.000]  在這個新的話題之前
[00:04:22.000 --> 00:04:25.000]  他再一次重申
[00:04:25.000 --> 00:04:27.000]  在比特比書裡
[00:04:27.000 --> 00:04:29.000]  一個大家都很熟悉的主題
[00:04:29.000 --> 00:04:31.000]  叫做喜樂
[00:04:31.000 --> 00:04:36.000]  保羅說你們要靠主喜樂
[00:04:36.000 --> 00:04:39.000]  更加準確的翻譯是
[00:04:39.000 --> 00:04:41.000]  在主裡喜樂
[00:04:41.000 --> 00:04:44.000]  又或者在主裡有喜樂
[00:04:44.000 --> 00:04:49.000]  這裡是說一份內在的親密關係
[00:04:49.000 --> 00:04:52.000]  從保羅當時的處境
[00:04:52.000 --> 00:04:54.000]  大家可能知道他正在坐牢
[00:04:54.000 --> 00:04:59.000]  他仍然寫出這封這樣的書信
[00:04:59.000 --> 00:05:04.000]  深信他與主耶穌之間的關係
[00:05:04.000 --> 00:05:06.000]  真是很真實
[00:05:06.000 --> 00:05:09.000]  所以接著他就說
[00:05:09.000 --> 00:05:12.000]  我把這話再寫給你們
[00:05:12.000 --> 00:05:14.000]  於我並不為難
[00:05:14.000 --> 00:05:17.000]  於你們卻是妥當
[00:05:17.000 --> 00:05:21.000]  並不為難原本的意思是毫不猶疑
[00:05:21.000 --> 00:05:27.000]  既然保羅的生命是流露出這份喜樂
[00:05:27.000 --> 00:05:29.000]  而不是裝出來的
[00:05:29.000 --> 00:05:34.000]  他要分享出來就自然沒有難度
[00:05:34.000 --> 00:05:38.000]  但是他同時也與讀者說
[00:05:38.000 --> 00:05:43.000]  這對於你們來說卻是妥當
[00:05:43.000 --> 00:05:51.000]  詩高與英文的翻譯NRSV的譯法很類似
[00:05:51.000 --> 00:05:53.000]  詩高譯為安全
[00:05:53.000 --> 00:05:55.000]  NRSV譯為save guard
[00:05:55.000 --> 00:05:58.000]  保羅期盼自己所能夠分享的
[00:05:58.000 --> 00:06:02.000]  能夠幫助這些信徒保守他們
[00:06:02.000 --> 00:06:04.000]  以免他們迷失方向
[00:06:04.000 --> 00:06:05.000]  擺錯焦點
[00:06:05.000 --> 00:06:09.000]  於是到了第二節開始
[00:06:09.000 --> 00:06:13.000]  他就真正開一個新的話題
[00:06:13.000 --> 00:06:15.000]  與他們分享
[00:06:15.000 --> 00:06:17.000]  第二節經文
[00:06:17.000 --> 00:06:19.000]  應當防備犬類
[00:06:19.000 --> 00:06:21.000]  防備作惡的
[00:06:21.000 --> 00:06:23.000]  防備妄自行割的
[00:06:23.000 --> 00:06:27.000]  保羅一年用了三個防備
[00:06:27.000 --> 00:06:29.000]  來向讀者提出
[00:06:29.000 --> 00:06:31.000]  要他們小心
[00:06:31.000 --> 00:06:33.000]  這是一個警告
[00:06:33.000 --> 00:06:36.000]  第一個防備就是防備犬類
[00:06:36.000 --> 00:06:44.000]  猶太人基本上認為狗是一種不潔症的動物
[00:06:44.000 --> 00:06:48.000]  他們所說的狗就不是我們現在
[00:06:48.000 --> 00:06:51.000]  在家裡養的那種家犬
[00:06:51.000 --> 00:06:53.000]  寵物的那種狗
[00:06:53.000 --> 00:06:54.000]  而是野狗
[00:06:54.000 --> 00:06:56.000]  會到處遊蕩
[00:06:56.000 --> 00:06:57.000]  到處找食物
[00:06:57.000 --> 00:06:59.000]  造成騷擾
[00:06:59.000 --> 00:07:00.000]  打架
[00:07:00.000 --> 00:07:02.000]  甚至是咬人
[00:07:02.000 --> 00:07:05.000]  猶太人就蔑視外邦人
[00:07:05.000 --> 00:07:09.000]  所以就用狗去形容他們
[00:07:09.000 --> 00:07:12.000]  這次保羅就倒轉了
[00:07:12.000 --> 00:07:14.000]  他就用犬類
[00:07:14.000 --> 00:07:18.000]  來稱呼這些猶太律法主義者
[00:07:18.000 --> 00:07:21.000]  因為他們在比特幣教會
[00:07:21.000 --> 00:07:23.000]  不斷地叫囂
[00:07:23.000 --> 00:07:25.000]  好像狗吠一樣
[00:07:25.000 --> 00:07:28.000]  不僅被拒絕神的恩典
[00:07:28.000 --> 00:07:32.000]  並且推崇教會裡的信徒
[00:07:32.000 --> 00:07:34.000]  一定要接受割禮
[00:07:34.000 --> 00:07:36.000]  這個道理
[00:07:36.000 --> 00:07:41.000]  第二個防備就是防備作惡
[00:07:41.000 --> 00:07:44.000]  意思就是宣講假道理的人
[00:07:44.000 --> 00:07:49.000]  第三個就是防備妄自行割的
[00:07:49.000 --> 00:07:55.000]  那裡有些人以身上有割禮的記號
[00:07:55.000 --> 00:07:57.000]  成為了他們的炫耀
[00:07:57.000 --> 00:08:01.000]  這種外在宗教的行為
[00:08:01.000 --> 00:08:04.000]  他覺得是好過別人
[00:08:04.000 --> 00:08:06.000]  自己敬虔一點
[00:08:06.000 --> 00:08:07.000]  但事實上
[00:08:07.000 --> 00:08:08.000]  他們根本不明白
[00:08:08.000 --> 00:08:12.000]  割禮的屬靈的意義在哪裡
[00:08:12.000 --> 00:08:13.000]  所以
[00:08:13.000 --> 00:08:15.000]  這裡說他們好像
[00:08:15.000 --> 00:08:18.000]  切割自己的身體那樣
[00:08:18.000 --> 00:08:23.000]  做人胡亂的傷害自己的身體一樣
[00:08:23.000 --> 00:08:27.000]  保羅在第三節繼續說
[00:08:27.000 --> 00:08:29.000]  真實受割禮的人
[00:08:29.000 --> 00:08:32.000]  其實有三種特質
[00:08:32.000 --> 00:08:35.000]  第一種是以神的靈去敬拜
[00:08:35.000 --> 00:08:37.000]  即是以神的靈
[00:08:37.000 --> 00:08:41.000]  在神的靈裡服侍
[00:08:41.000 --> 00:08:42.000]  第二個特質就是
[00:08:42.000 --> 00:08:45.000]  在基督耶穌裡誇口
[00:08:45.000 --> 00:08:48.000]  和第三個不靠肉體
[00:08:48.000 --> 00:08:52.000]  這個行為是引以為傲
[00:08:52.000 --> 00:08:55.000]  這個絕對不能成為
[00:08:55.000 --> 00:08:59.000]  他們得著救恩的依靠
[00:08:59.000 --> 00:09:01.000]  保羅接著就去分享
[00:09:01.000 --> 00:09:03.000]  他自己的見證
[00:09:03.000 --> 00:09:07.000]  在他未遇上耶穌之前
[00:09:07.000 --> 00:09:11.000]  其實他的信心是建立在哪裡呢
[00:09:11.000 --> 00:09:14.000]  經文在第四節到第六節
[00:09:14.000 --> 00:09:16.000]  是這樣說的
[00:09:16.000 --> 00:09:18.000]  他說其實我也可以靠肉體
[00:09:18.000 --> 00:09:21.000]  若是別人想他可以靠肉體
[00:09:21.000 --> 00:09:23.000]  我更加可以靠著了
[00:09:23.000 --> 00:09:24.000]  我第八日受割禮
[00:09:24.000 --> 00:09:27.000]  我是以色列族變亞敏之派的人
[00:09:27.000 --> 00:09:30.000]  是希伯來人所生的希伯來人
[00:09:30.000 --> 00:09:32.000]  就律法說我是法利賽人
[00:09:32.000 --> 00:09:35.000]  就熱心說我是逼迫教會的
[00:09:35.000 --> 00:09:38.000]  就律法上的義說我是無可指責的
[00:09:38.000 --> 00:09:40.000]  這裡保羅說他自己
[00:09:40.000 --> 00:09:44.000]  有著猶太人的血統
[00:09:44.000 --> 00:09:46.000]  有特權也有成就
[00:09:46.000 --> 00:09:48.000]  如果要靠肉體
[00:09:48.000 --> 00:09:52.000]  沒有人可以比他更加可以靠肉體
[00:09:52.000 --> 00:09:55.000]  第八日受割禮
[00:09:55.000 --> 00:09:57.000]  這裡大家都看到了
[00:09:57.000 --> 00:09:59.000]  其實這裡是在說
[00:09:59.000 --> 00:10:01.000]  創世紀的第十七章十二節
[00:10:01.000 --> 00:10:04.000]  神和阿拉罕納約的時候
[00:10:04.000 --> 00:10:06.000]  是有一個這樣的規定
[00:10:06.000 --> 00:10:08.000]  所以保羅說
[00:10:08.000 --> 00:10:12.000]  其實他不像以實馬利那樣
[00:10:12.000 --> 00:10:14.000]  去到十三歲才受割禮
[00:10:14.000 --> 00:10:17.000]  更加不像那些異教徒那樣
[00:10:17.000 --> 00:10:20.000]  由異教歸乎猶太教
[00:10:20.000 --> 00:10:22.000]  去到成年的時候
[00:10:22.000 --> 00:10:24.000]  才接受割禮
[00:10:24.000 --> 00:10:26.000]  他自己是怎樣的
[00:10:26.000 --> 00:10:30.000]  他是按照阿巴拉罕和神納約的時候
[00:10:30.000 --> 00:10:33.000]  這個應他所生的後代
[00:10:33.000 --> 00:10:35.000]  所以他接著就說
[00:10:35.000 --> 00:10:38.000]  我是以色列族變雅閔之派的人
[00:10:38.000 --> 00:10:41.000]  是希伯來人所生的希伯來人
[00:10:41.000 --> 00:10:44.000]  以色列,大家都明白了
[00:10:44.000 --> 00:10:50.000]  是神賜給他們的祖宗雅閣的一個名稱
[00:10:50.000 --> 00:10:53.000]  這個是尊貴的名稱
[00:10:53.000 --> 00:10:55.000]  所以保羅覺得
[00:10:55.000 --> 00:10:59.000]  自己是帶著這個希伯來人的尊貴
[00:10:59.000 --> 00:11:04.000]  變雅閔其實十二之派其中之一個
[00:11:04.000 --> 00:11:07.000]  大家都知道有著它光輝的歷史
[00:11:07.000 --> 00:11:11.000]  所以保羅有著這個血統
[00:11:11.000 --> 00:11:13.000]  屬於這個之派
[00:11:13.000 --> 00:11:15.000]  他覺得非常榮幸
[00:11:15.000 --> 00:11:18.000]  另外在信仰實踐上面
[00:11:18.000 --> 00:11:21.000]  他說他自己是法利塞人
[00:11:21.000 --> 00:11:27.000]  法利塞人是當時眾多的猶太教派之中
[00:11:27.000 --> 00:11:29.000]  信仰相當之純正
[00:11:29.000 --> 00:11:33.000]  嚴格去遵守摩西律法的
[00:11:33.000 --> 00:11:38.000]  所以保羅同樣視之為一種榮譽
[00:11:38.000 --> 00:11:40.000]  他甚至多走一步
[00:11:40.000 --> 00:11:43.000]  第六節說他就熱心說
[00:11:43.000 --> 00:11:48.000]  「我自迫迫教會的,就律法上的義,我是無可指責」
[00:11:48.000 --> 00:11:51.000]  他覺得自己是充滿了熱誠
[00:11:51.000 --> 00:11:53.000]  也不是隻有講字
[00:11:53.000 --> 00:11:55.000]  有實踐上面的行動
[00:11:55.000 --> 00:11:59.000]  四出去捉拿那些信耶穌的人
[00:11:59.000 --> 00:12:01.000]  他迫害教會
[00:12:01.000 --> 00:12:07.000]  他覺得自己已經完全滿足了律法上的要求
[00:12:07.000 --> 00:12:09.000]  這些大家都很熟悉
[00:12:09.000 --> 00:12:15.000]  不過如果我們將它放回今天的處境
[00:12:15.000 --> 00:12:17.000]  這一張的清單
[00:12:17.000 --> 00:12:20.000]  我不知道大家會怎樣說
[00:12:20.000 --> 00:12:22.000]  可能類似是這樣
[00:12:22.000 --> 00:12:25.000]  我是一個基督徒的家庭裡長大的
[00:12:25.000 --> 00:12:27.000]  幾代之前
[00:12:27.000 --> 00:12:29.000]  其實我已經是聖文福音的了
[00:12:29.000 --> 00:12:31.000]  信了耶穌了
[00:12:31.000 --> 00:12:34.000]  說到受洗,還要問
[00:12:34.000 --> 00:12:37.000]  其實我很多年前都洗了
[00:12:37.000 --> 00:12:39.000]  我有祈禱的
[00:12:39.000 --> 00:12:42.000]  並且每個星期都有回教會
[00:12:42.000 --> 00:12:45.000]  還有參與小小侍奉
[00:12:45.000 --> 00:12:49.000]  現在疫情這麼嚴峻就沒辦法了
[00:12:49.000 --> 00:12:54.000]  不過我參與網上崇拜都沒有停過
[00:12:54.000 --> 00:12:56.000]  下個星期有實踐
[00:12:56.000 --> 00:12:59.000]  我一定回來
[00:12:59.000 --> 00:13:04.000]  如果要描述你的信仰生活
[00:13:04.000 --> 00:13:09.000]  我不知道你是不是會這樣說
[00:13:09.000 --> 00:13:11.000]  昔日的割禮
[00:13:11.000 --> 00:13:16.000]  又或者今天的外在信仰的表達
[00:13:16.000 --> 00:13:19.000]  洗禮,很勤力回教會
[00:13:19.000 --> 00:13:22.000]  好的道德行為
[00:13:22.000 --> 00:13:26.000]  這些是不是講到它那麼沒價值呢
[00:13:26.000 --> 00:13:27.000]  請留意
[00:13:27.000 --> 00:13:30.000]  保羅從來都沒有說過
[00:13:30.000 --> 00:13:35.000]  猶太人的傳統和習俗是沒有價值的
[00:13:35.000 --> 00:13:38.000]  因為在羅馬書第三章裡
[00:13:38.000 --> 00:13:40.000]  講到猶太人信主
[00:13:40.000 --> 00:13:42.000]  這一章的經文
[00:13:42.000 --> 00:13:45.000]  在那裡的第一第二節是這樣說的
[00:13:45.000 --> 00:13:46.000]  這樣說來
[00:13:46.000 --> 00:13:48.000]  猶太人有什麼長處
[00:13:48.000 --> 00:13:50.000]  割禮有什麼益處
[00:13:50.000 --> 00:13:52.000]  但是有好處
[00:13:52.000 --> 00:13:54.000]  很正面的
[00:13:54.000 --> 00:13:58.000]  接著他就作出了一連串的解釋
[00:13:58.000 --> 00:14:01.000]  就講到猶太人的信仰
[00:14:01.000 --> 00:14:03.000]  這個習俗
[00:14:03.000 --> 00:14:06.000]  怎樣對他來說是有幫助
[00:14:06.000 --> 00:14:07.000]  所以呢
[00:14:07.000 --> 00:14:09.000]  保羅不會覺得
[00:14:09.000 --> 00:14:13.000]  他自己的背景
[00:14:13.000 --> 00:14:15.000]  是一個負資產
[00:14:15.000 --> 00:14:16.000]  不是的
[00:14:16.000 --> 00:14:19.000]  他沒有形容這一切是損失
[00:14:19.000 --> 00:14:21.000]  他不是這樣說的
[00:14:21.000 --> 00:14:23.000]  不過當他覺得
[00:14:23.000 --> 00:14:25.000]  他自己做足一切
[00:14:25.000 --> 00:14:28.000]  就能夠討神的喜悅
[00:14:28.000 --> 00:14:32.000]  甚至依靠這些東西就搞得定
[00:14:32.000 --> 00:14:34.000]  他終於發覺自己
[00:14:34.000 --> 00:14:38.000]  跟神越走越遠
[00:14:38.000 --> 00:14:41.000]  原來以上所做的
[00:14:41.000 --> 00:14:43.000]  所有每一樣東西
[00:14:43.000 --> 00:14:44.000]  洗禮
[00:14:44.000 --> 00:14:46.000]  勤力返教會
[00:14:46.000 --> 00:14:49.000]  甚至是參與一點點的侍奉
[00:14:49.000 --> 00:14:55.000]  都可能被我們裏面的聚星
[00:14:55.000 --> 00:14:58.000]  所玷污和扭曲
[00:14:58.000 --> 00:15:01.000]  我們會用自己的方法
[00:15:01.000 --> 00:15:03.000]  去詮釋我們的信仰生活
[00:15:03.000 --> 00:15:05.000]  而忘記了
[00:15:05.000 --> 00:15:09.000]  原來一切都是出於恩典
[00:15:09.000 --> 00:15:11.000]  最糟的是
[00:15:11.000 --> 00:15:15.000]  就是這個轉變的過程
[00:15:15.000 --> 00:15:17.000]  很多時候
[00:15:17.000 --> 00:15:20.000]  都是著點著點去變的
[00:15:20.000 --> 00:15:23.000]  我們不容易察覺得到
[00:15:23.000 --> 00:15:26.000]  有一個十七世紀的
[00:15:26.000 --> 00:15:28.000]  英國的讚美斯的作者
[00:15:28.000 --> 00:15:31.000]  這個也是一個公理會的牧師
[00:15:31.000 --> 00:15:33.000]  他的名字叫做
[00:15:33.000 --> 00:15:35.000]  以薩華茲
[00:15:35.000 --> 00:15:37.000]  Isaac Woods
[00:15:37.000 --> 00:15:39.000]  他是這樣說的
[00:15:39.000 --> 00:15:42.000]  他說當我看到榮耀的皇死
[00:15:42.000 --> 00:15:45.000]  在奇妙的十字架的時候
[00:15:45.000 --> 00:15:48.000]  我認為我最大的收穫
[00:15:48.000 --> 00:15:50.000]  都不過是損失
[00:15:50.000 --> 00:15:52.000]  我只能夠對我認為
[00:15:52.000 --> 00:15:57.000]  值得驕傲的事情表示蔑視
[00:15:57.000 --> 00:16:01.000]  原本英文那句是這樣的
[00:16:01.000 --> 00:16:05.000]  剛剛過去的星期五
[00:16:05.000 --> 00:16:08.000]  我們就度過了這個壽苦節
[00:16:08.000 --> 00:16:10.000]  就是要提醒我們
[00:16:10.000 --> 00:16:12.000]  主耶穌在十字架上
[00:16:12.000 --> 00:16:15.000]  為我們受苦和受死
[00:16:15.000 --> 00:16:19.000]  所以我們的信仰
[00:16:19.000 --> 00:16:21.000]  請不要搞錯
[00:16:21.000 --> 00:16:24.000]  究竟什麼是我們的依靠呢
[00:16:24.000 --> 00:16:26.000]  我們信仰真正的依靠
[00:16:26.000 --> 00:16:28.000]  只有一個
[00:16:28.000 --> 00:16:31.000]  就是十字架
[00:16:31.000 --> 00:16:33.000]  接下來
[00:16:33.000 --> 00:16:35.000]  保羅在第七至第九節
[00:16:35.000 --> 00:16:37.000]  繼續分享他的見證
[00:16:37.000 --> 00:16:39.000]  他這樣說
[00:16:39.000 --> 00:16:42.000]  請聽我讀出這三節聖經
[00:16:42.000 --> 00:16:43.000]  第七節
[00:16:43.000 --> 00:16:46.000]  只是我先前以為與我有益的
[00:16:46.000 --> 00:16:50.000]  我現在因基督都當作有損的
[00:16:50.000 --> 00:16:51.000]  不但如此
[00:16:51.000 --> 00:16:53.000]  我也將萬事當作有損的
[00:16:53.000 --> 00:16:57.000]  因我已認識我主基督耶穌為至寶
[00:16:57.000 --> 00:17:00.000]  我為祂已經丟棄萬事
[00:17:00.000 --> 00:17:02.000]  看作糞土
[00:17:02.000 --> 00:17:04.000]  為要得著基督
[00:17:04.000 --> 00:17:06.000]  並且得以在祂裡面
[00:17:06.000 --> 00:17:09.000]  不是有自己因律法而得的義
[00:17:09.000 --> 00:17:11.000]  乃至有信基督的義
[00:17:11.000 --> 00:17:15.000]  就是因信神而來的義
[00:17:15.000 --> 00:17:17.000]  至於我剛才所說
[00:17:17.000 --> 00:17:20.000]  保羅沒有形容他的背景
[00:17:20.000 --> 00:17:23.000]  他的前半生所走過的路是損失
[00:17:23.000 --> 00:17:25.000]  他不是這樣說的
[00:17:25.000 --> 00:17:28.000]  但是去到第七節的時候
[00:17:28.000 --> 00:17:29.000]  他就說
[00:17:29.000 --> 00:17:32.000]  只是我先前以為與我有益的
[00:17:32.000 --> 00:17:37.000]  我現在因基督都當作有損的
[00:17:37.000 --> 00:17:43.000]  這就是兩者區別的關鍵所在
[00:17:43.000 --> 00:17:47.000]  原因就是保羅的價值觀
[00:17:47.000 --> 00:17:51.000]  由先前到現在
[00:17:51.000 --> 00:17:55.000]  起了一百八十度的改變
[00:17:55.000 --> 00:17:57.000]  值得我們反思的問題是
[00:17:57.000 --> 00:18:00.000]  我們已經信了耶穌一段時間
[00:18:00.000 --> 00:18:05.000]  那信耶穌又有沒有為我們的眼光
[00:18:05.000 --> 00:18:08.000]  我們的價值觀帶來改變
[00:18:08.040 --> 00:18:22.040]  又或者反過來問,到底我們有沒有察覺到,其實原本有一些以爲與我有益的,這些東西我們需要改變的。
[00:18:22.040 --> 00:18:35.040]  這個改變的歷程是一步一步的,我就想起家裏裝修。
[00:18:35.040 --> 00:18:49.040]  如果你試過裝修的話,有很多時候都是這樣的,原本就想着做這些東西,想着想着又多一點,想着想着又多一點。
[00:18:49.040 --> 00:19:04.040]  甚至可能大家有新聞都會看到,有一些新樓,交樓的時候,其實是會給一些裝修,甚至給一些電器給你,對不對?
[00:19:04.040 --> 00:19:17.040]  不合用,就拆掉它吧!那些東西是可以用的,可以的,很有益的,不過我就拆了它。
[00:19:17.040 --> 00:19:33.040]  其實在我們的生命當中,我們都會有一些東西值得我們想一想,究竟有些什麼東西在生活的層面,我們需要改變。
[00:19:33.040 --> 00:19:51.040]  我再問一次,究竟我們有沒有察覺到,有些以爲與我有益的,無論是我們喜歡喫的東西,我們喜歡做的東西,我們生活的習慣,是需要改變的。
[00:19:51.040 --> 00:20:07.040]  正如我剛纔所說,這個改變其實是一步一步來的,所以保羅在第八節的上半節說,不但如此,我又將萬事當作有選的。
[00:20:07.040 --> 00:20:26.040]  過了一陣子,他不單止將以前的東西去改變,而是刻意地將他日常生活裏面的東西,這些的抉擇,將萬事,即是所有的東西,都視爲有選的。
[00:20:26.040 --> 00:20:51.040]  有選的還不夠,還要看作「奮土」,「奮土」的意思是排斥物,是垃圾的意思。整個改變的原因,是因爲我以認識我主耶穌基督爲自保,並且以爲要得着基督作爲目標。
[00:20:51.040 --> 00:21:09.040]  講到底,基督耶穌和萬事,其實兩者是不能夠並存的,因爲基督耶穌是自保,即是超越一切,沒有東西可以比得上。
[00:21:09.040 --> 00:21:15.040]  認識我主耶穌基督,究竟是什麼意思呢?
[00:21:15.040 --> 00:21:28.040]  爲什麼這麼寶貴?對於保羅來說,除了持守舊約,認識耶和華那種必須敬畏、順從的含義之外,
[00:21:28.040 --> 00:21:51.040]  也是包含着祂自己因爲信的緣故,祂經歷得到福音的大能。第九節接着說:「並且得以在他裏面,不是有自己因律法而得的而,乃是有信基督的而,就是因信神而來的而。」
[00:21:51.040 --> 00:22:03.040]  透過在他裏面,就可以逐步進深認識基督耶穌,最終就能夠得着基督被稱爲兒。
[00:22:03.040 --> 00:22:21.040]  來到這裏,我想和大家分享一個人物的見證。他是一位美國人,是一個創作歌手,他的名字叫做Jane Marcheski,也叫做Nightbird。
[00:22:21.040 --> 00:22:33.040]  他是看一個美國真人秀的綜合表演節目《America's Got Talent》,全美一丁,認識他的故事。
[00:22:33.040 --> 00:22:43.040]  在這個綜合節目裏面,Jane就演繹了一首自己所寫的歌叫做《It's Okay》。
[00:22:43.040 --> 00:23:01.040]  這首歌是怎麼來的呢?其實原來就是在一個夜晚,夜深的時候,他覺得很需要被鼓勵,於是就寫了這首歌給自己,希望幫助自己走出生命裏面的黑夜。
[00:23:01.040 --> 00:23:23.040]  爲什麼呢?因爲在四年前,他只有二十七歲,他就患上了乳癌,經過了一段時間的治療,其實是有點好轉的,不過很快,癌症就回來了。
[00:23:23.040 --> 00:23:35.040]  在2021年的下半年,他就參加了這個全美一丁,在臺上唱出了《It's Okay》這首歌。
[00:23:35.040 --> 00:23:57.040]  當時他的身體狀況已經很差了,他的癌症已經擴散到他的肺,他的肝,甚至去到他的脊骨。當時他只不過只有2%,百分之二的存活率。
[00:23:57.040 --> 00:24:22.040]  他在臺上就這樣笑着說:But 2% is not 0%,2% is something,and I wish people knew how amazing it is,百分之二不是零,百分之二有些東西,我希望別人會知道它有多神奇。
[00:24:22.040 --> 00:24:30.040]  節目主持人就再問他:啊,爲什麼你可以這麼坦然地去面對自己的處境呢?
[00:24:30.040 --> 00:24:47.040]  他就回答:You can't wait until life isn't hard anymore, before you decide to be happy,你不能等到生活再不艱難的時候,才決定我要快樂一點。
[00:24:47.040 --> 00:25:06.040]  我覺得這個參賽者很特別,究竟他的生命力究竟是來自哪裏呢?於是我就專門上網去找一下,看看他有什麼信仰的背景,去找一下。
