
[00:00:00.000 --> 00:00:05.200]  各位親愛的弟兄姊妹,大家主妹平安,很久沒有見面了,非常想念
[00:02:04.240 --> 00:02:06.280]  不能不小心查驗
[00:02:06.280 --> 00:02:10.520]  如何曉得究竟是為神還是為己呢
[00:02:10.520 --> 00:02:14.640]  人很難洞察別人,甚至自己的真實動機
[00:02:14.640 --> 00:02:18.240]  有時候人會被自己所編造的故事所感動
[00:02:18.920 --> 00:02:21.560]  不斷重複之後,就連自己都相信了
[00:02:21.560 --> 00:02:28.840]  而神卻有辦法明顯在人的心中讓人的隱情顯露出來
[00:02:28.840 --> 00:02:36.080]  可以一點也不神祕,比如說讓人期待落空或遲遲不見所望之事的成就
[00:02:36.080 --> 00:02:41.720]  在這種情況下,動機純正,生命成熟的人便會歸於平靜安穩
[00:02:41.720 --> 00:02:45.280]  將事情交託,耐心的觀看神的作為
[00:02:46.240 --> 00:02:49.040]  而心驕氣躁的人最耐不得寂寞
[00:02:49.040 --> 00:02:54.360]  凡想要的就必須馬上到手,輪不得半點遲疑
[00:02:54.360 --> 00:03:00.360]  更不願意重新來過,亦不如意,輕則抱怨,重則翻臉
[00:03:00.360 --> 00:03:07.800]  這樣的表現非常類似於嬰孩,肚子一餓,奶嘴還沒有馬上到位,就大哭爆顏色
[00:03:07.800 --> 00:03:15.480]  兼具通知和抗議這招很,大人一般都會手忙腳亂的伺候朕喫奶
[00:03:16.560 --> 00:03:23.560]  正常情況下,隨著成人成長,會慢慢地學習到地球並不是圍著自己轉的
[00:03:23.560 --> 00:03:30.560]  求而不得也是人生常見之事,有時那幾經努力才能得到,有時努力也得不到
[00:03:30.560 --> 00:03:34.800]  能夠接受現實呢,就是人成熟的標記
[00:03:34.800 --> 00:03:45.360]  在日本曾經見到百貨商店當中一個日本的媽媽,面對施展哭鬧計策而求購玩具的或零食的孩子
[00:03:45.880 --> 00:03:52.200]  完全不為所動,眾目睽睽之下堅定地帶孩子離開,當時我覺得非常欽佩
[00:03:52.200 --> 00:03:59.640]  這對孩子是非常重要的一課,要讓他知道並非一哭二鬧就能達到目的
[00:03:59.640 --> 00:04:09.560]  日常生活中我們看到一些人長大了都有這種形象,就是沒學好扒奶嘴這一課
[00:04:11.680 --> 00:04:19.560]  我們從這周開始分享的馬達基書正式向我們展現了一處天不隨人願,人就鬧彆扭假以言色
[00:04:19.560 --> 00:04:27.120]  而父神耐心且堅定的小至一里動之以情的管教這些任性孩子的場面
[00:04:27.120 --> 00:04:33.600]  在馬達西做先知的時候,聖殿可能是已經重現許久了
[00:04:33.600 --> 00:04:39.280]  一代人的豪情壯志早已被失望所消磨和替代
[00:04:40.200 --> 00:04:44.640]  大家都記得先知哈蓋和撒加利亞當年所傳的信息
[00:04:44.640 --> 00:04:51.640]  說等聖殿建好之後,猶大民族會迎來復興繁榮
[00:04:51.640 --> 00:05:00.040]  那位掌管權力的王很快就回來,然而到現實目前來看,人們的盼望
[00:05:00.040 --> 00:05:03.600]  與自己的現實那就相差太遠
[00:05:03.600 --> 00:05:07.880]  波斯王遲遲沒有準許猶太民族獨立自主
[00:05:08.720 --> 00:05:10.640]  他們雖重建了聖殿和家園
[00:05:10.640 --> 00:05:20.920]  卻仍是亡國奴,那公平公義的王還未見蹤影,而大衛的國度還是水中月靜中花
[00:05:20.920 --> 00:05:24.440]  再加上波斯政府的重稅
[00:05:24.440 --> 00:05:32.160]  官員的貪腐,天災人禍,都令猶太百姓生活負擔苦不堪言
[00:05:32.160 --> 00:05:38.600]  其實從新約的亮光我們知道,導致當時以色列人信仰危機的根源
[00:05:38.960 --> 00:05:45.840]  在於他們對於先知所言,重建聖殿、公義的君王、以色列的復興這些應許的理解
[00:05:45.840 --> 00:05:49.960]  與神的旨意之間有極大的差異
[00:05:49.960 --> 00:05:56.720]  這一錯誤理解竟然延續到了後面成百上千年
[00:05:56.720 --> 00:06:02.000]  比如說400年以後,以色列人與耶穌的衝突就是基於這種誤讀
[00:06:02.000 --> 00:06:07.040]  而2000年之後,今天猶太教仍然固執於他們的理解
[00:06:08.040 --> 00:06:11.440]  難怪聖經說,人有時候會硬著鏡像
[00:06:11.440 --> 00:06:16.080]  要說倔,他們可算是世界之最
[00:06:16.080 --> 00:06:20.320]  從中我們要汲取一個教訓
[00:06:20.320 --> 00:06:25.400]  就是神的話是絕對的,但人對神的話語的理解和詮釋呢
[00:06:25.400 --> 00:06:33.840]  不是絕對的,應當謙卑的,留有接受檢驗,被人質疑,更重要的是被聖靈導正的餘地
[00:06:35.280 --> 00:06:38.920]  教會呢要牢記的是神話語它定義
[00:06:38.920 --> 00:06:46.680]  規範著教會,而不是教會的定義規範神的話語,否則就會出大問題
[00:06:46.680 --> 00:06:56.160]  我們從馬達基書可以看到,當時以色列人就是在對神話語的錯誤理解之下去設定自己的期待
[00:06:56.160 --> 00:07:01.080]  以為神會幫助以色列人獲得自由和獨立
[00:07:02.240 --> 00:07:06.880]  在現大魏王朝的輝煌,當理想與現實出現差距時
[00:07:06.880 --> 00:07:14.720]  他們不是醒察是不是問題出在自己對神話語的理解上,反而是開始對神失去信心
[00:07:14.720 --> 00:07:17.280]  認為是奉神是突然的
[00:07:17.280 --> 00:07:28.680]  於是信仰生活不再認真,流於行事,先祭出人了事,苛扣十一奉獻,甚至連祭司都得過且過,頑固職守
[00:07:30.360 --> 00:07:33.920]  信仰的滑坡,勢必伴隨道德生活出現問題
[00:07:33.920 --> 00:07:40.320]  比如說為富不仁欺壓窮人,背信棄約,對婚姻不忠等等
[00:07:40.320 --> 00:07:49.680]  於是神借著先知馬拉基說話,要挽回他的子民,警告犯罪的人同時也鼓勵他們悔改
[00:07:49.680 --> 00:07:58.440]  我們先看今天我們要講的這段經文,就是馬拉基書的一章一到五節
[00:07:59.880 --> 00:08:03.000]  其實一章一節呢,就是全書的一個標題
[00:08:03.000 --> 00:08:09.200]  他執意做神諭,耶和華的話,借馬拉基傳給以色列
[00:08:09.200 --> 00:08:16.200]  太宗明義的點出了這卷書的性質,就是神諭,也就是神的話
[00:08:16.200 --> 00:08:22.920]  發話者是神,受眾是以色列,而傳話的則是先知馬拉基
[00:08:22.920 --> 00:08:27.480]  馬拉基這個名字的意思就是我的使者
[00:08:29.320 --> 00:08:33.240]  所謂神諭就是神透過先知所傳遞的信息
[00:08:33.240 --> 00:08:39.760]  包括有關將來的啟示,以及透過先知求問神的人所得到的回答
[00:08:39.760 --> 00:08:49.080]  這就是先知書的基本內容,常由使者公式來導出,在馬拉西書當中呢,這種使者公式
[00:08:49.080 --> 00:08:51.280]  可以說隨處可見
[00:08:51.280 --> 00:08:54.560]  他是耶和華說
[00:08:55.480 --> 00:09:01.200]  萬鈞之耶和華說,或者是萬鈞之耶和華如此說
[00:09:01.200 --> 00:09:10.520]  在馬拉基書當中總共有六則神諭,均採取了神與人辯論的形式
[00:09:10.520 --> 00:09:17.560]  今天我們要講的是第一個神諭,就是一章二到五節,因為一節是全書的題目啊
[00:09:17.560 --> 00:09:23.680]  第一個神諭就是一章二到五節,有關神愛以色列人的辯論
[00:09:24.800 --> 00:09:30.000]  第二個神諭呢,就是一章六節到二章九節,是有關祭祀藐視神的辯論
[00:09:30.000 --> 00:09:38.360]  第三個神諭是二章十到六節,有關以色列人背信契約的辯論
[00:09:38.360 --> 00:09:44.160]  第四個神諭是二章十七節到三章五節,有關神公義的辯論
[00:09:44.160 --> 00:09:51.200]  而第五個神諭呢,就是三章六節到十二節,有關悔改的辯論
[00:09:52.120 --> 00:09:59.200]  最後第六個神諭是三章十三到四章三節,有關一人惡人結局的辯論
[00:09:59.200 --> 00:10:08.040]  辯論當中一共出現了22個問題,非常突出的是百姓有七次回嘴
[00:10:08.040 --> 00:10:12.600]  在和事上如何如何,這是一章二節
[00:10:12.600 --> 00:10:21.600]  六節,七節,二章十七節,三章七節,八節和十三節,你可以看到這七次的回嘴
[00:10:23.080 --> 00:10:28.400]  雖然不一定是真的他們說出口,但卻是他們內心的想法
[00:10:28.400 --> 00:10:35.600]  神諭使用辯論的模式,不單是為了指責惠眾,而是樹立一面鏡子
[00:10:35.600 --> 00:10:43.080]  讓他們的看法和態度呈現在他們自己面前,讓他們有機會反省自己的境況
[00:10:43.080 --> 00:10:49.280]  說服他們看清,並且承認自己的軟弱,鼓勵他們及時回轉
[00:10:49.840 --> 00:10:53.800]  並且引導他們重拾對神的信心和盼望
[00:10:53.800 --> 00:11:04.600]  此外,透過這六個神諭,人還可以清楚的看見一些事情,就是神的性情,並曉得該怎樣回應他
[00:11:04.600 --> 00:11:14.720]  神諭的第一個神諭,我們看到的神是愛他子民的神,人應盡心盡性盡意愛他
[00:11:16.080 --> 00:11:23.280]  第二個神諭,我們從中看見的是神是父親,也是主人,人的回應應該是敬畏他
[00:11:23.280 --> 00:11:29.760]  第三個神諭,我們看到神是創造者,人應該忠於他
[00:11:29.760 --> 00:11:36.360]  第四個神諭,我們看到神是按公義審判人的神,人應信任他
[00:11:36.360 --> 00:11:43.120]  第五個神諭,我們看到神是永遠不變的神,人應回轉歸向他
[00:11:44.080 --> 00:11:48.400]  第六個神諭,神是信實的神,人應順服他
[00:11:48.400 --> 00:11:58.760]  那麼我們會用幾個月的時間,每次分享一個神諭,今天讓我們來分享第一個神諭,神是愛
[00:11:58.760 --> 00:12:04.680]  我們看一到五節,給大家讀出來
[00:12:04.680 --> 00:12:09.640]  耶和華借馬拉基傳給以色列的末世
[00:12:10.960 --> 00:12:15.840]  耶和華說,我曾愛你們,你們卻說,你在何世上愛我們呢
[00:12:15.840 --> 00:12:22.840]  耶和華說,以掃不是雅各的哥哥嗎?我去愛雅各,故以掃
[00:12:22.840 --> 00:12:28.200]  使他的山嶺荒涼,把他的地業交給曠野的野狗
[00:12:28.200 --> 00:12:34.800]  李洞人說,我們現在雖被毀壞,卻要重建荒廢之處
[00:12:35.880 --> 00:12:41.120]  汎君之耶華如此說,任他們建造,我必拆毀
[00:12:41.120 --> 00:12:49.320]  人必稱他們的地為罪惡之境,稱他們的民為耶和華永遠惱怒之民
[00:12:49.320 --> 00:12:57.520]  你們必親眼看見,也必說,願耶和華在以色列境界之外被尊為大
[00:12:57.520 --> 00:13:03.160]  整卷書的信息都是從神對他百姓溫柔的宣告開始
[00:13:04.440 --> 00:13:09.200]  我們看一章的第二節,一開始,我曾愛你們
[00:13:09.200 --> 00:13:15.640]  這是整個下面所講的信息的所有信息的基礎
[00:13:15.640 --> 00:13:20.880]  也就是六個神諭總的一個基礎,就是神對以色列的愛
[00:13:20.880 --> 00:13:28.680]  神對以色列人每個提醒、責備、呼喚、警告,都必須從這個角度去理解
[00:13:28.680 --> 00:13:33.760]  我曾愛你們,這句中文顯然是屬於過去式
[00:13:35.040 --> 00:13:40.760]  這樣翻譯雖然沒有錯,但卻非常遺憾的是漏掉了希伯萊文更為豐富的意思
[00:13:40.760 --> 00:13:47.680]  因為原文我愛這個時態呢,帶有過去且仍然持續的意味
[00:13:47.680 --> 00:13:55.440]  就表示了一種永恆不止的含義,不僅延續過去,也指涉現在和將來
[00:13:55.440 --> 00:14:01.680]  中文我愛你們雖然隱含這層韻味,但卻不夠強烈
[00:14:02.280 --> 00:14:06.840]  除非你採取意義的方法把它這層意思完全展現開來
[00:14:06.840 --> 00:14:13.240]  就是我曾愛你們,我現在仍愛你們,我將永遠愛你們
[00:14:13.240 --> 00:14:21.800]  這麼樣的一個展開呢,才能把原文我曾愛你們的意思呢,完全的展現出來
[00:14:21.800 --> 00:14:26.720]  這恐怕是最偉大的和最不可思議的愛的告白了
[00:14:28.200 --> 00:14:36.440]  之所以這麼說呢,除了此話出自自有擁有的神之外,還有就是他所愛的對象是一點也不可愛
[00:14:36.440 --> 00:14:42.120]  從馬拉基書我們可以看到當時以色列百經的狀況
[00:14:42.120 --> 00:14:49.920]  就是褻瀆神的名,對神的敬拜冷淡厭倦,不願意服侍神,貪婪成性,竊取神的物
[00:14:49.920 --> 00:14:51.960]  而且道德淪喪
[00:14:54.440 --> 00:15:00.400]  然而卻仍然裝模作樣的守著舊有的規條,信仰生活途懼外在的形式
[00:15:00.400 --> 00:15:08.760]  神就是對這樣的百姓說,我曾愛你們,我現在仍愛你們,我將永遠愛你們
[00:15:08.760 --> 00:15:14.000]  神的愛是不會隨著人的改變而改變的
[00:15:14.000 --> 00:15:19.920]  神是照著人的本相主動,而且永不止息的愛著
[00:15:21.000 --> 00:15:25.520]  這就是十字架上的主為叮他的人帶球所彰顯的愛
[00:15:25.520 --> 00:15:33.320]  是指執著的愛著歷史當中滿是頒典、咒文等疾病的教會的愛
[00:15:33.320 --> 00:15:41.400]  也是主始終不放棄,用飽雪買熟,卻仍時常軟弱跌倒的你我的愛
[00:15:41.400 --> 00:15:44.000]  這愛有著更加
[00:15:44.000 --> 00:15:50.680]  一個大的能力,就是轉化、更新、賦予生命的大能
[00:15:51.920 --> 00:15:58.320]  他一直要把不完全的愛愛到完全,他就要把不完全的愛到完全
[00:15:58.320 --> 00:16:04.480]  把滿是瑕疵的愛愛到,把滿是瑕疵的愛到盛景
[00:16:04.480 --> 00:16:12.200]  把沉淪熟釋的愛進天國,總之就是把一個罪人要愛成聖徒
[00:16:12.200 --> 00:16:19.320]  即使被愛者不願意承認這份愛,就如以色列冷淡的反駁神
[00:16:20.440 --> 00:16:26.920]  你看二姐後面說,你在何世上愛我們呢?其實他們嘴硬自有其道理
[00:16:26.920 --> 00:16:33.720]  他們覺得自己明明是神的選,卻遭受著國破家亡,被擄他鄉之辱
[00:16:33.720 --> 00:16:40.240]  好不容易從被擄之地回歸了,面對的又是滿目蒼蠅、破敗不堪的家園
[00:16:40.240 --> 00:16:44.280]  謙之宣告的復興信息,他們還在
[00:16:44.380 --> 00:16:45.380]  心中寄着
[00:16:45.380 --> 00:16:49.880]  而現實眼前卻與希望相差太遠
[00:16:49.880 --> 00:16:52.580]  在這樣的現實當中
[00:16:52.580 --> 00:16:53.780]  神的愛在哪裏
[00:16:53.780 --> 00:16:56.180]  這種想法和態度
[00:16:56.180 --> 00:16:57.780]  我們其實一點也不陌生
[00:16:57.780 --> 00:17:00.580]  我們也經常產生這樣的質疑
[00:17:00.580 --> 00:17:04.180]  爲什麼神會允許我遭受這種苦難
[00:17:04.180 --> 00:17:07.580]  爲什麼他要帶領我經歷這樣的熬練
[00:17:07.580 --> 00:17:09.780]  爲什麼我們這麼年輕
[00:17:09.780 --> 00:17:11.980]  就要承載許多人的生命
[00:17:12.880 --> 00:17:14.580]  每當我們這麼問的時候
[00:17:14.580 --> 00:17:17.080]  都有可能引發對神愛的懷疑
[00:17:17.080 --> 00:17:20.680]  其中潛臺詞往往是
[00:17:20.680 --> 00:17:22.980]  在發生了這一切的情況下
[00:17:22.980 --> 00:17:25.180]  你的愛在哪裏
[00:17:25.180 --> 00:17:27.180]  你真的愛我嗎
[00:17:27.180 --> 00:17:29.580]  當這種情形出現的時候
[00:17:29.580 --> 00:17:31.780]  我們需要面對一個事實
[00:17:31.780 --> 00:17:36.380]  那就是當人的某些希望落空的時候
[00:17:36.380 --> 00:17:40.480]  人進入到不想處的一個處境的時候
[00:17:40.480 --> 00:17:43.380]  人最通常的反應就是懷疑神的愛
[00:17:43.380 --> 00:17:48.980]  而神的回答是讓以色列人想起一些事情
[00:17:48.980 --> 00:17:54.880]  神在這裏回答質疑他的以色列人說
[00:17:54.880 --> 00:17:57.380]  遺嫂不是雅各的哥哥嗎
[00:17:57.380 --> 00:18:02.180]  我卻愛雅各不遺嫂
[00:18:02.180 --> 00:18:06.280]  這是第二節後半節和第三節一開始的一段經文
[00:18:08.580 --> 00:18:12.980]  從這裏面神要讓他們明白
[00:18:12.980 --> 00:18:17.680]  和他鬧彆扭的這些子民要想起一些事情
[00:18:17.680 --> 00:18:19.280]  首先是神的點選
[00:18:19.280 --> 00:18:23.280]  遺嫂不是雅各的哥哥嗎
[00:18:23.280 --> 00:18:24.780]  這當然是衆所周知
[00:18:24.780 --> 00:18:27.780]  不需要回答的一個修辭性的問句
[00:18:27.780 --> 00:18:30.980]  目的就是提醒這些雅各的後裔
[00:18:30.980 --> 00:18:34.080]  不要忘記遺嫂是雅各的哥哥
[00:18:35.280 --> 00:18:39.480]  按照人的規矩 理應由長子繼承祝福
[00:18:39.480 --> 00:18:43.680]  在中國也是 皇帝權力在其大無邊
[00:18:43.680 --> 00:18:47.280]  特別是在廢長利誘這方面
[00:18:47.280 --> 00:18:49.280]  他也要受到限制
[00:18:49.280 --> 00:18:51.580]  就是受到禮法的限制
[00:18:51.580 --> 00:18:53.080]  如果他廢長利誘
[00:18:53.080 --> 00:18:54.780]  那他就是破壞禮法
[00:18:54.780 --> 00:18:58.080]  往往會引發統治秩序的極大的混亂
[00:18:58.080 --> 00:19:01.080]  但是人監權雅各之舉
[00:19:01.080 --> 00:19:04.280]  顯然就超過了這些人間的習俗規矩
[00:19:05.380 --> 00:19:09.280]  此外 人的好物往往都是基於某種特定理由的
[00:19:09.280 --> 00:19:14.680]  比如說品德 或者是性格 財富 相貌等等
[00:19:14.680 --> 00:19:16.680]  但神監權雅各呢
[00:19:16.680 --> 00:19:18.480]  令人有一種測不透的感覺
[00:19:18.480 --> 00:19:24.080]  保羅談到神在母府當中就監權雅各的時候
[00:19:24.080 --> 00:19:25.880]  他給出的解釋是
[00:19:25.880 --> 00:19:28.580]  爲要貫徹神監權人的旨意
[00:19:28.580 --> 00:19:30.180]  不是憑着人的行爲
[00:19:30.180 --> 00:19:32.780]  而是憑着那呼召人的
[00:19:32.780 --> 00:19:35.780]  是羅瓦書九章十一到十二節
[00:19:35.780 --> 00:19:38.680]  這意思就是說這事是神說了算
[00:19:38.680 --> 00:19:41.580]  保羅也清楚解釋
[00:19:41.580 --> 00:19:45.680]  自己的解釋是不能服人的
[00:19:45.680 --> 00:19:49.580]  所以他就預設聽衆會抗議說這不公平
[00:19:49.580 --> 00:19:52.480]  最終他只能歸結於神的憐憫
[00:19:52.480 --> 00:19:54.780]  像羅瓦書九章十六節說
[00:19:54.780 --> 00:19:56.080]  這不靠人的意願
[00:19:56.080 --> 00:19:58.080]  也不靠人的努力
[00:19:58.080 --> 00:19:59.480]  只靠神的憐憫
[00:20:01.180 --> 00:20:03.280]  對於往開一面逃出生天
[00:20:03.280 --> 00:20:04.180]  無功受祿
[00:20:04.180 --> 00:20:05.380]  天下掉下雨
[00:20:05.380 --> 00:20:07.480]  莫名其妙的被繡球砸中
[00:20:07.480 --> 00:20:08.980]  這類自覺不配
[00:20:08.980 --> 00:20:11.480]  又想不明白因果的事
[00:20:11.480 --> 00:20:14.880]  聖經用了一個專門的術語來形容
[00:20:14.880 --> 00:20:16.680]  就是恩典
[00:20:16.680 --> 00:20:21.780]  顯然雅各被神所愛就屬於這類
[00:20:21.780 --> 00:20:24.080]  你我蒙恩得救也是如此
[00:20:24.080 --> 00:20:28.080]  這樣看來被揀選的除了感恩之外
[00:20:28.080 --> 00:20:30.080]  還能有什麼其他嗎
[00:20:30.080 --> 00:20:32.880]  只能謙卑的接受被愛這個事實
[00:20:32.880 --> 00:20:36.680]  還且不能只偷着樂
[00:20:36.680 --> 00:20:39.380]  得告訴別人神愛實在奇妙
[00:20:39.380 --> 00:20:40.680]  是無條件的
[00:20:40.680 --> 00:20:45.980]  所以凡是理直氣壯的質疑神愛的人
[00:20:45.980 --> 00:20:48.380]  他一定有一個隱藏的錯誤前設
[00:20:48.380 --> 00:20:50.080]  就是自己配備神愛
[00:20:50.080 --> 00:20:51.080]  值得愛
[00:20:51.080 --> 00:20:51.880]  值得被愛
[00:20:51.880 --> 00:20:55.280]  於是他就恃寵而驕
[00:20:55.280 --> 00:20:57.080]  一旦沒有達到自己的預期
[00:20:57.080 --> 00:20:58.180]  就發出抗議
[00:20:58.180 --> 00:21:00.380]  並且質疑神的愛
[00:21:00.380 --> 00:21:02.880]  顯然意見在揀選的事面前
[00:21:02.880 --> 00:21:06.580]  一切對神愛的質疑是都顯得荒謬
[00:21:06.580 --> 00:21:09.380]  其次呢
[00:21:09.380 --> 00:21:13.580]  是神讓以色列人想起自己神有約
[00:21:13.580 --> 00:21:16.480]  從哪裏得知神提到約呢
[00:21:16.480 --> 00:21:19.780]  這祕密就在於這次經文裏面說
[00:21:19.780 --> 00:21:22.980]  我愛雅各物已掃
[00:21:22.980 --> 00:21:24.980]  就是我愛我恨
[00:21:24.980 --> 00:21:27.580]  這是在古代近東立約時候
[00:21:27.580 --> 00:21:28.980]  普遍使用的用語
[00:21:28.980 --> 00:21:32.780]  我們今天當然不明白
[00:21:32.780 --> 00:21:35.980]  但是當時的人一聽這兩個字就就懂
[00:21:35.980 --> 00:21:40.880]  所以神回應以色列人的質疑是提到約
[00:21:40.880 --> 00:21:42.580]  就是要在這基礎之上呢
[00:21:42.580 --> 00:21:44.580]  確立彼此之間的關係
[00:21:44.580 --> 00:21:50.280]  在古今社會約的意涵就是在它的穩定性
[00:21:50.280 --> 00:21:52.980]  受相關誓言
[00:21:52.980 --> 00:21:53.780]  儀式
[00:21:53.780 --> 00:21:55.080]  條款的約束
[00:21:55.080 --> 00:21:57.280]  任何單方面毀約的行爲
[00:21:57.280 --> 00:22:00.280]  都會受到嚴厲的譴責和報復
[00:22:00.280 --> 00:22:02.080]  約的用語就是我愛
[00:22:02.080 --> 00:22:04.780]  這個在第二句
[00:22:04.780 --> 00:22:06.780]  這個第二節上經文的一開始
[00:22:06.780 --> 00:22:08.980]  其實原文的位置就出現的是我愛
[00:22:08.980 --> 00:22:16.180]  意思就是重申並且強調神和雅各曾經立約
[00:22:16.180 --> 00:22:18.680]  這約現在仍然有效
[00:22:18.680 --> 00:22:22.480]  雅各的後裔仍然在這約中
[00:22:22.480 --> 00:22:24.980]  如同雅各被神所愛
[00:22:24.980 --> 00:22:27.180]  雅各的後裔也被神所愛
[00:22:27.180 --> 00:22:32.680]  約是在實際行動當中被證實的
[00:22:32.680 --> 00:22:35.980]  神提出歷史事件
[00:22:35.980 --> 00:22:39.180]  作爲他守約向雅各施慈愛的證據
[00:22:39.180 --> 00:22:41.880]  在這裏呢
[00:22:41.880 --> 00:22:44.480]  你就看到他是如何的物以掃
[00:22:44.480 --> 00:22:46.680]  這個物
[00:22:46.680 --> 00:22:47.280]  這個恨
[00:22:47.280 --> 00:22:50.780]  恨物不僅是立約的用語
[00:22:50.780 --> 00:22:52.880]  它的時態和愛一樣
[00:22:52.880 --> 00:22:56.280]  也帶有過去及仍然持續的意思
[00:22:56.280 --> 00:22:59.080]  所帶出的是持續性的審判
[00:22:59.080 --> 00:23:02.280]  以掃的後裔以東仁
[00:23:02.280 --> 00:23:07.080]  於主前六世紀受到巴比倫人攻擊而亡國
[00:23:07.080 --> 00:23:12.080]  第三節提到說神使他的山嶺荒涼
[00:23:12.080 --> 00:23:14.380]  把他的地業交給曠野的野狗
[00:23:14.380 --> 00:23:17.080]  這屬於咒詛
[00:23:17.080 --> 00:23:20.280]  或者我們可以稱作是審判神域
[00:23:21.780 --> 00:23:24.480]  但是以東仁卻揚言說
[00:23:24.480 --> 00:23:26.580]  我們會轉回
[00:23:26.580 --> 00:23:28.080]  這是對元文的旨意
[00:23:28.080 --> 00:23:28.880]  我們會回來
[00:23:28.880 --> 00:23:34.380]  他們的轉回不是轉向對神悔改
[00:23:34.380 --> 00:23:36.680]  而是回來收復失地
[00:23:36.680 --> 00:23:39.380]  他們發出了與神較勁的豪言壯語
[00:23:39.380 --> 00:23:41.280]  你看第四節的一開始就說
[00:23:41.280 --> 00:23:43.180]  我們雖然被毀壞
[00:23:43.180 --> 00:23:45.480]  卻要重建荒廢之處
[00:23:45.480 --> 00:23:49.980]  這些都是以色列人熟知的國際新聞呢
[00:23:49.980 --> 00:23:50.480]  在當時
[00:23:51.480 --> 00:23:53.580]  以東仁的態度帶有明顯的
[00:23:53.580 --> 00:23:56.180]  而且強烈的對抗神的傾向
[00:23:56.180 --> 00:23:57.080]  對此呢
[00:23:57.080 --> 00:24:00.380]  神再次發出審判神域
[00:24:00.380 --> 00:24:01.180]  請留意呢
[00:24:01.180 --> 00:24:04.080]  先知之前用耶和華說
[00:24:04.080 --> 00:24:07.480]  耶和華說的原文就是耶和華髮聲了
[00:24:07.480 --> 00:24:08.480]  這裏呢
[00:24:08.480 --> 00:24:11.980]  他卻升級到一個最高級別的使者公式
[00:24:11.980 --> 00:24:14.880]  就是萬君之耶和華如此說
[00:24:14.880 --> 00:24:20.280]  這是在所有神域公式當中的這個使者
[00:24:20.280 --> 00:24:21.980]  要引述神的話
[00:24:21.980 --> 00:24:23.180]  其中呢
[00:24:23.180 --> 00:24:26.480]  這個級別最高的語氣最強的
[00:24:26.480 --> 00:24:28.580]  就是萬君之耶和華如此說
[00:24:28.580 --> 00:24:32.580]  先知描述神說話的用語呢
[00:24:32.580 --> 00:24:34.780]  是層層的強化
[00:24:34.780 --> 00:24:38.480]  就顯示出來的神語氣逐漸的加強
[00:24:38.480 --> 00:24:41.380]  先是耶和華說到耶和華的話
[00:24:41.380 --> 00:24:45.680]  臨到我說到萬君之耶和華如此說
[00:24:48.780 --> 00:24:52.980]  最終在這裏我們看到的是最高權威的口吻
[00:24:52.980 --> 00:24:54.880]  帶出了這段爭論的高潮
[00:24:54.880 --> 00:24:58.680]  以東頑梗的拒絕悔改
[00:24:58.680 --> 00:25:01.180]  招致神更爲嚴厲的審判
[00:25:01.180 --> 00:25:02.680]  說任他們建造
[00:25:02.680 --> 00:25:04.080]  我必拆毀
[00:25:04.080 --> 00:25:06.680]  人必稱他們爲邪惡之境
[00:25:06.680 --> 00:25:08.580]  爲耶和華永遠惱怒之名
[00:25:08.580 --> 00:25:12.180]  這就是第四節的最後部分
[00:25:12.180 --> 00:25:16.680]  雖然以色列人和以東人一樣的頑梗
